Fecha,Consumo Agua (L),Consumo Energía (kWh),Generación FV (kWh),Temperatura (°C),Radiación Solar (W/m²),Localización,Mes,Día de la Semana
2023-08-22,403.87297419494496,140.9145391198308,201.41184174036712,17.20206412528325,570.48346097298,Edificio A,8,Tuesday
2023-08-23,459.5973913748792,148.85076931300762,192.92141501158224,20.787775590289378,584.6704858802157,Edificio A,8,Wednesday
2023-08-24,429.20546442083844,152.36051212817085,207.69651941156096,22.614524815158475,602.2376603981202,Edificio A,8,Thursday
2023-08-25,375.8279092957662,135.2744883016012,185.98776215375864,21.954302715018056,572.265150939919,Edificio A,8,Friday
2023-08-26,269.85868522180743,0.0,210.1973511342263,19.052310711814126,574.8896935535442,Edificio A,8,Saturday
2023-08-27,252.68792798028454,0.0,191.20271969076856,22.42173888684737,586.1836643069486,Edificio A,8,Sunday
2023-08-28,432.7616637974987,147.70384468459844,176.6931642768347,19.697395934271903,582.1967941372789,Edificio A,8,Monday
2023-08-29,399.6472660586868,162.0144793665919,191.65901805230703,18.68435965131053,583.2428064894814,Edificio A,8,Tuesday
2023-08-30,412.98304342647293,135.1787663926806,182.92514302899454,18.088905313167675,583.9432415454695,Edificio A,8,Wednesday
2023-08-31,425.15308213024923,130.13345779284612,197.48059822112427,18.666671475772876,584.6929882656038,Edificio A,8,Thursday
2023-09-01,582.1395441003743,374.4494578364151,181.86743950845585,18.449891649682858,588.7169230078074,Edificio A,9,Friday
2023-09-02,390.58522294061424,106.84716973748647,183.23257662425002,19.52045984184416,580.972224922776,Edificio A,9,Saturday
2023-09-03,407.66351355670025,98.07396397381942,168.08115759483792,19.452918955719277,573.6957593517274,Edificio A,9,Sunday
2023-09-04,554.6127659789245,390.6116615941108,181.71729066595293,19.088782297536408,582.0487811277006,Edificio A,9,Monday
2023-09-05,550.7990398862653,393.59812306980757,161.2472027077813,19.906276071097423,593.5172150546277,Edificio A,9,Tuesday
2023-09-06,598.9245529951622,379.1683118113267,168.87468654883895,21.362206868485764,572.3682916387835,Edificio A,9,Wednesday
2023-09-07,571.4609115034898,414.4994357225743,191.52788569234656,20.827357546276218,563.1066953595908,Edificio A,9,Thursday
2023-09-08,537.8854480574807,390.9469025360248,190.97430468903636,15.904624269935397,583.061530002233,Edificio A,9,Friday
2023-09-09,431.1983332058268,90.35558934314585,186.54622157714033,13.711600794148804,569.9072773837074,Edificio A,9,Saturday
2023-09-10,455.0183802321693,96.12055067686197,171.78025063360852,20.631973960138588,548.4866507424204,Edificio A,9,Sunday
2023-09-11,582.9549972102895,393.2686303162669,180.1145372522249,15.972352657412138,577.7719776393918,Edificio A,9,Monday
2023-09-12,531.6450819454183,390.287562139539,179.6807911655809,18.19825696664707,563.0113224673797,Edificio A,9,Tuesday
2023-09-13,552.0710235885244,379.7288130143211,167.24212163377172,16.24815851626109,566.5088202710353,Edificio A,9,Wednesday
2023-09-14,586.813668341819,391.92785160848973,192.95275377570988,14.923957175375849,569.7664921142643,Edificio A,9,Thursday
2023-09-15,547.0383959358279,405.60792283705564,185.76971492228006,19.549331590844464,567.3674949487489,Edificio A,9,Friday
2023-09-16,419.78119733373757,99.81141361776932,173.8483639724796,19.922177367990376,571.5563909295516,Edificio A,9,Saturday
2023-09-17,426.10728203182543,101.85376771125198,175.3736482059603,17.187298519614227,559.0902454313842,Edificio A,9,Sunday
2023-09-18,541.7826383887555,380.3697149661637,176.22055487015692,13.093697201755608,567.5435665584877,Edificio A,9,Monday
2023-09-19,558.8343291476795,375.14120620078745,152.73675480849937,17.117784669677857,558.7689102830859,Edificio A,9,Tuesday
2023-09-20,494.9001073407924,383.33031201226424,169.6854372694816,18.927422083784265,567.6891299765417,Edificio A,9,Wednesday
2023-09-21,538.9354373267915,384.6920343531029,164.3265025172716,15.118599862268383,565.3764428371967,Edificio A,9,Thursday
2023-09-22,554.0667708423059,394.61911598996323,160.10560464292004,18.37484015568292,548.7755380375478,Edificio A,9,Friday
2023-09-23,383.85471204771295,66.29091723336666,166.27289099307595,17.908306563116376,567.8826413451482,Edificio A,9,Saturday
2023-09-24,441.1482328780238,98.04551339369277,186.00978536131956,19.0274443387238,550.5421469812055,Edificio A,9,Sunday
2023-09-25,529.5842916170998,380.70059977867874,173.37762329343332,18.03710704887919,562.8477189756255,Edificio A,9,Monday
2023-09-26,549.0709157991896,377.5388976002198,160.18124299272085,15.780064310940144,557.2921082172655,Edificio A,9,Tuesday
2023-09-27,560.1689708498011,371.2101952035173,170.53058142570657,20.04679324413865,570.8402406209059,Edificio A,9,Wednesday
2023-09-28,586.0597403959176,364.30284520323534,177.69823369204897,17.263252809025325,549.0503314575498,Edificio A,9,Thursday
2023-09-29,528.1950032298259,388.60007521974114,171.8394728375609,17.451599988209015,546.6061771144801,Edificio A,9,Friday
2023-09-30,429.85144468758983,80.61543413861995,162.0667567323535,15.564827617397059,548.7076205098178,Edificio A,9,Saturday
2023-10-01,406.4668020391083,66.49360223066428,153.86759529848405,16.4692330359863,544.6609627855663,Edificio A,10,Sunday
2023-10-02,536.3040833645108,365.9505968575686,166.17523514927032,15.509928039488491,554.4719545000972,Edificio A,10,Monday
2023-10-03,564.8466829892498,375.0490732630752,161.97376268050462,16.85670180190563,529.0783966636737,Edificio A,10,Tuesday
2023-10-04,559.2545037660295,394.60018003473414,165.8269576979939,20.54841866013246,533.4632030061008,Edificio A,10,Wednesday
2023-10-05,542.9361060664428,374.81475190079203,162.0534149279913,14.302977508215392,532.0704474894577,Edificio A,10,Thursday
2023-10-06,556.0021551044126,361.87774057573733,165.01479790242837,13.740828587528851,550.9902980522531,Edificio A,10,Friday
2023-10-07,396.5641463715607,73.94819682233444,147.9757452746917,19.83088048100704,557.3227709421365,Edificio A,10,Saturday
2023-10-08,406.20380470089646,73.1729509963306,165.30247046107584,16.389921299345104,537.8926062730068,Edificio A,10,Sunday
2023-10-09,566.8379452049321,348.42413114235114,152.896919497229,15.389916086033834,535.9607677817586,Edificio A,10,Monday
2023-10-10,584.9764765816774,374.3412617229774,170.45824489309243,18.726851785914803,537.0532002090943,Edificio A,10,Tuesday
2023-10-11,528.1596739618606,372.0646306055095,141.59114988929133,15.354304125205408,546.6673463009481,Edificio A,10,Wednesday
2023-10-12,595.2356310421769,380.8245089717116,164.61309947716433,20.135583523461325,524.4634941999735,Edificio A,10,Thursday
2023-10-13,513.1914241519839,391.8393311631043,147.9964084745677,17.757005118674616,534.8021438432852,Edificio A,10,Friday
2023-10-14,398.85503309563234,84.10175278999355,138.26073191845603,15.34250464734863,540.8452157160649,Edificio A,10,Saturday
2023-10-15,413.31407371436075,69.63270747145559,138.68780519552695,20.549727328935685,534.7727161378733,Edificio A,10,Sunday
2023-10-16,556.8241029020165,360.7411392335571,139.06945218535273,14.940098505146384,530.3202697844364,Edificio A,10,Monday
2023-10-17,538.4064542636787,397.0242650226345,145.25572812200386,17.551795321217597,537.092134160855,Edificio A,10,Tuesday
2023-10-18,546.3539237973971,371.36673754695886,144.97882161487323,16.581949609780867,498.7015082534938,Edificio A,10,Wednesday
2023-10-19,540.3121212445972,370.3975028257901,132.7454938900314,18.502315507425408,531.160080053354,Edificio A,10,Thursday
2023-10-20,538.040564923342,369.50053922223935,136.96698004777895,18.937057458146292,516.483804203807,Edificio A,10,Friday
2023-10-21,416.47567313587786,71.20629440086458,157.35764335510927,15.793004282730909,503.3576067850254,Edificio A,10,Saturday
2023-10-22,406.27986505921035,67.26572889062467,151.9315450099507,14.13690514657054,525.4118801914564,Edificio A,10,Sunday
2023-10-23,534.9375425474711,362.45698161022386,137.73766223086747,16.478239321486708,532.6693060213652,Edificio A,10,Monday
2023-10-24,566.4442679239958,362.2098162105922,132.47029101797196,14.117253009581782,516.188454839099,Edificio A,10,Tuesday
2023-10-25,554.2552554211882,366.83636480332405,132.00429920969233,19.413706891220563,525.7196638107065,Edificio A,10,Wednesday
2023-10-26,564.0240622343454,361.21598207501154,135.65117552973865,15.57413704899444,530.9398447691499,Edificio A,10,Thursday
2023-10-27,560.0176132894206,359.009096849651,117.99874182335573,14.484468062398436,526.590923176203,Edificio A,10,Friday
2023-10-28,380.50411584316106,66.69032636932273,124.36261764280154,15.498452812865482,528.4651205118845,Edificio A,10,Saturday
2023-10-29,385.5402389372903,62.56601743763595,108.95968402787575,12.34878240538405,518.109834661814,Edificio A,10,Sunday
2023-10-30,561.350540387954,379.64693231406,128.3467064594012,13.013736938535258,510.06577663792086,Edificio A,10,Monday
2023-10-31,558.2739475127978,337.5901152222626,129.53557637999248,17.271735614753187,491.9148666628577,Edificio A,10,Tuesday
2023-11-01,545.3115498119212,374.5094410560307,116.94146790166648,13.471100277034557,504.09759647833806,Edificio A,11,Wednesday
2023-11-02,547.7404342615635,375.55168181805794,136.22387183046587,12.605111647807156,496.75047185757467,Edificio A,11,Thursday
2023-11-03,570.6128543061498,341.8554322614905,106.93835742746685,15.686373108887256,525.5185088363011,Edificio A,11,Friday
2023-11-04,382.89526236872325,58.6631592773563,103.26599496161185,16.898724560239998,500.6782018903007,Edificio A,11,Saturday
2023-11-05,405.3373341194165,57.8786710840656,118.87009265147263,15.879611585721662,502.2993274981093,Edificio A,11,Sunday
2023-11-06,540.0218905658523,347.0234984746171,125.814869717178,16.34835448434873,505.2149995641982,Edificio A,11,Monday
2023-11-07,539.3842351167391,352.82862189601644,130.9043371455881,12.757413838261707,498.7720887101346,Edificio A,11,Tuesday
2023-11-08,565.3873673952532,349.0119870786058,108.20063140092186,11.34234360182373,513.9259493692263,Edificio A,11,Wednesday
2023-11-09,559.5960807263459,377.1543350541142,122.30431440489579,17.103834375283164,489.39217952461047,Edificio A,11,Thursday
2023-11-10,559.0359181054174,368.5053720095816,109.86444857047472,13.371275873347846,496.21224336888633,Edificio A,11,Friday
2023-11-11,418.5554168390073,71.38431199382265,107.25965834260711,13.430729389890926,485.49362090783586,Edificio A,11,Saturday
2023-11-12,392.5482712995259,65.40901234073836,116.56367410757082,16.504859932545056,478.37532126934394,Edificio A,11,Sunday
2023-11-13,555.4519402495869,346.4288035233591,112.99656524806404,14.877349116396644,484.1205346524723,Edificio A,11,Monday
2023-11-14,535.2946580687399,352.00478713811566,89.46116647555696,14.593448080523178,488.53639261127535,Edificio A,11,Tuesday
2023-11-15,547.6729513627589,361.6781820817643,118.74810285731776,17.928851313806085,483.2885237388901,Edificio A,11,Wednesday
2023-11-16,538.2790050424771,344.1015211058268,116.54745209596275,12.229399442872264,479.3387646593822,Edificio A,11,Thursday
2023-11-17,542.5167291463771,362.99519907150795,95.2613449147177,15.290145051483341,470.88826208841556,Edificio A,11,Friday
2023-11-18,402.17768636656444,53.008564805157945,104.25239916753432,13.466983838671517,482.81626569575064,Edificio A,11,Saturday
2023-11-19,373.61075006641505,51.21453752113075,104.01937841252239,13.809122994372848,467.30381124603133,Edificio A,11,Sunday
2023-11-20,581.5264976933921,361.62772795155934,100.47820785350652,16.248368199176227,488.66346117851464,Edificio A,11,Monday
2023-11-21,519.2650514067673,358.5207316700024,91.16885107124845,14.127131686559425,480.6077603130279,Edificio A,11,Tuesday
2023-11-22,514.8114189734324,350.03312518558965,88.76449557138449,14.108640774816934,463.93726287283334,Edificio A,11,Wednesday
2023-11-23,561.9704322217979,364.8056201613372,94.04276237891396,15.098234880541499,474.15943252425166,Edificio A,11,Thursday
2023-11-24,554.3578085211723,341.97619868687127,104.85226469487709,12.14509284106646,468.47840874652985,Edificio A,11,Friday
2023-11-25,400.72669129519363,58.525798500668444,97.39709271965718,11.118986743569511,477.95024235615216,Edificio A,11,Saturday
2023-11-26,400.53442892078715,57.88229068293616,87.10085466600452,10.630848144415637,486.93196897955477,Edificio A,11,Sunday
2023-11-27,537.4493725437951,348.4459976079603,97.38002403094364,8.711489282878677,453.55551468963347,Edificio A,11,Monday
2023-11-28,519.4796562783667,354.39844578454614,60.044120760547486,16.681050724337194,472.24844422277897,Edificio A,11,Tuesday
2023-11-29,538.6749968991433,338.22722283905006,98.89452099528788,10.287374201327758,468.29932696867155,Edificio A,11,Wednesday
2023-11-30,523.3536386255761,359.58557947579646,68.89818288603007,11.977180797749192,475.42840948323646,Edificio A,11,Thursday
2023-12-01,556.1411173840843,348.1090627091641,81.57083697382369,11.792723159412493,469.67356242942225,Edificio A,12,Friday
2023-12-02,383.4433841804169,44.34956751049913,72.91026816318977,12.888611202914948,458.8610715993597,Edificio A,12,Saturday
2023-12-03,369.6244315264102,59.69165545175957,70.08399056202772,13.833528113027711,462.0423196505197,Edificio A,12,Sunday
2023-12-04,529.4606109647966,341.7890547913571,93.57534778096087,13.852085637197868,456.13795999961917,Edificio A,12,Monday
2023-12-05,543.9050908119932,334.38507962608554,76.23909406494559,10.894918861399756,473.73725120258814,Edificio A,12,Tuesday
2023-12-06,524.1343578621907,332.5469816421663,83.34323407543796,11.657636256302563,462.08319142872557,Edificio A,12,Wednesday
2023-12-07,518.7311518716995,353.82343918799853,78.38444921395859,12.48873690115996,479.7891388604638,Edificio A,12,Thursday
2023-12-08,539.8204076791981,334.6157016490769,82.61319717754361,11.358803674653734,459.09236669418704,Edificio A,12,Friday
2023-12-09,389.62155916636357,64.63128343612736,77.61411541786028,15.00441758585717,451.5515552719703,Edificio A,12,Saturday
2023-12-10,374.36345566523664,25.934184680151574,63.03335096743292,12.706168117231078,442.45034749714495,Edificio A,12,Sunday
2023-12-11,524.8662367860593,363.39506803053894,84.8578783784564,13.129436251031969,438.5234941003579,Edificio A,12,Monday
2023-12-12,538.7173414715004,348.2246887585477,69.00442845761067,12.921895489949744,439.6967678117838,Edificio A,12,Tuesday
2023-12-13,504.9087142436346,344.83847049166775,57.438088996879216,13.880541580535764,457.2087683591567,Edificio A,12,Wednesday
2023-12-14,505.5199634835506,340.054667588533,67.80007763230257,11.834125066871525,458.6405614237251,Edificio A,12,Thursday
2023-12-15,519.1040316004731,349.20073518180345,86.181829380646,8.817951535708499,436.77393988560175,Edificio A,12,Friday
2023-12-16,379.0125473773903,44.545888593192416,78.78540086464835,12.151588133072845,460.5857788138422,Edificio A,12,Saturday
2023-12-17,389.3131701648988,55.67554709957331,65.92182784227671,9.991176158173364,445.871628615278,Edificio A,12,Sunday
2023-12-18,562.4206809439945,345.5126113941256,65.0574108919151,10.179432498840445,451.25458391729484,Edificio A,12,Monday
2023-12-19,549.8903499030421,345.6087537731214,64.49200352853545,12.353284973557471,465.0111172593108,Edificio A,12,Tuesday
2023-12-20,529.367103026545,340.21268831658176,87.65117673308038,13.602145936032068,456.97766984929206,Edificio A,12,Wednesday
2023-12-21,532.0194317624755,343.0301776435833,69.89561539141195,11.114293878078552,444.4627051146445,Edificio A,12,Thursday
2023-12-22,512.188266254654,346.4362980100358,69.58670168821453,11.636751706284851,437.3934486432379,Edificio A,12,Friday
2023-12-23,381.712951465454,26.02313735138648,74.81683856624758,14.372030157665753,423.9634502810314,Edificio A,12,Saturday
2023-12-24,376.15971117510355,29.417471709202346,66.14753773182146,11.398816101747558,437.48542269190256,Edificio A,12,Sunday
2023-12-25,538.2422786048775,350.11450203740065,60.43301363749976,16.071595234741242,441.7803617138103,Edificio A,12,Monday
2023-12-26,515.1037086077656,344.1811455994976,60.34209055275248,11.951391894169907,433.2541663749973,Edificio A,12,Tuesday
2023-12-27,541.9011158409617,340.4314449706804,60.89030810437961,7.252229194923048,441.0675057408319,Edificio A,12,Wednesday
2023-12-28,562.040299639292,342.26262139951456,60.553614903664574,12.23507239345993,442.4227452496015,Edificio A,12,Thursday
2023-12-29,529.0871701049542,345.36937666475376,67.54063583262644,11.446606129515999,438.70006993792634,Edificio A,12,Friday
2023-12-30,389.1790115741704,36.319568895193754,60.141484954873874,13.220973914618883,433.76346869501964,Edificio A,12,Saturday
2023-12-31,394.8356482339788,33.76610534561172,66.32548547414062,11.946301682672239,441.2855704017844,Edificio A,12,Sunday
2023-01-01,289.7651930587793,5.40832658224916,88.74199166401236,6.962929610878877,390.63133215281533,Edificio B,1,Sunday
2023-01-02,389.01766211139716,325.8601921512005,56.45457580471306,11.276623031282755,371.90683452359,Edificio B,1,Monday
2023-01-03,438.94923662364243,341.33897977594404,82.28206989162027,8.38235008840311,372.715540064454,Edificio B,1,Tuesday
2023-01-04,408.66948169383346,307.33012646335,84.98286447136462,8.701389167732344,368.19242943444414,Edificio B,1,Wednesday
2023-01-05,410.93462852631575,322.7335157772321,90.42392944092376,9.099421192751182,371.2404299578095,Edificio B,1,Thursday
2023-01-06,424.6440774524838,314.09986170306286,70.53923631259262,9.513813967349098,387.9707773418257,Edificio B,1,Friday
2023-01-07,285.0720487923602,24.870461312565652,81.05257678618513,8.344073560254332,348.58571688275026,Edificio B,1,Saturday
2023-01-08,299.40420163866526,20.70368121475805,70.47965276724676,9.275326086557264,385.9255865461103,Edificio B,1,Sunday
2023-01-09,416.0235203047599,314.00668641064203,81.84675180246163,13.306742738782347,376.242177641496,Edificio B,1,Monday
2023-01-10,397.97770070254444,325.21839514174053,69.9194182754569,11.47273325672394,360.51170452081925,Edificio B,1,Tuesday
2023-01-11,417.4077892242529,338.3100591780638,74.39291686111436,11.070653811186233,361.5628262379853,Edificio B,1,Wednesday
2023-01-12,387.2603388682385,318.2932566047046,68.13800977805047,7.046203252055424,388.8280394227172,Edificio B,1,Thursday
2023-01-13,412.2690878935165,327.3444200884609,84.25107127592541,5.697572029673539,362.3714037723653,Edificio B,1,Friday
2023-01-14,279.4022221520274,7.1675033686632545,85.98917743976185,11.186523844472617,360.0696057428372,Edificio B,1,Saturday
2023-01-15,275.87931963724134,10.498121405858143,74.74492955324627,10.906958411298769,382.76723559219425,Edificio B,1,Sunday
2023-01-16,407.45165545952074,324.75767131125275,77.18158865217265,12.657906520929263,374.58500123124077,Edificio B,1,Monday
2023-01-17,372.37209347630005,334.85477186473895,62.0430589802528,6.391921205637411,361.64005965236146,Edificio B,1,Tuesday
2023-01-18,399.027168672086,323.55863372821443,73.28374212143346,7.482088514119137,373.0199221550471,Edificio B,1,Wednesday
2023-01-19,411.8570832280985,316.86969750268275,75.55184258229528,3.222066012785393,360.4450656654057,Edificio B,1,Thursday
2023-01-20,413.2017578003502,319.9998589948368,102.05711164287422,6.935810779493978,381.57433447260905,Edificio B,1,Friday
2023-01-21,259.46149695668714,7.518422323112318,64.54677494274927,11.078570891803794,381.0580064490586,Edificio B,1,Saturday
2023-01-22,305.3454483941827,26.092090628886737,90.14750869246829,6.667945369641263,375.6572195248487,Edificio B,1,Sunday
2023-01-23,392.73000357354687,328.90358142998946,85.33568940210577,9.970386274595494,373.86134505743524,Edificio B,1,Monday
2023-01-24,429.47076408759114,315.6015267872538,78.0569464133386,7.461901664464864,387.77893616096526,Edificio B,1,Tuesday
2023-01-25,418.6595290995547,315.47304131558644,92.74241777704691,8.99299947601076,370.10100523061266,Edificio B,1,Wednesday
2023-01-26,397.2310096147653,322.8921160139825,78.8050760571911,4.5681286747026615,358.2372729665403,Edificio B,1,Thursday
2023-01-27,445.70756795044315,315.93482778697347,78.9256209051275,8.260165542028131,374.51742509395524,Edificio B,1,Friday
2023-01-28,256.38027451699065,19.718190581922187,74.4750440707192,-0.9725744992495482,390.86463756263424,Edificio B,1,Saturday
2023-01-29,298.6936071371582,41.4630033891024,87.23638334397201,7.439404128152144,359.85286808133196,Edificio B,1,Sunday
2023-01-30,430.38551695542736,318.09054888439175,85.98205468961702,3.1108952490556714,366.39694723406564,Edificio B,1,Monday
2023-01-31,397.03062898835395,317.08114823461807,68.79947628206162,11.625483437243613,374.2019598190304,Edificio B,1,Tuesday
2023-02-01,438.3672968978381,314.3015682884758,61.924871467345,10.347867846737891,369.53918045216443,Edificio B,2,Wednesday
2023-02-02,405.5977912709908,328.34000205945415,73.17082064293176,9.426763214816688,360.31071554081905,Edificio B,2,Thursday
2023-02-03,416.45907383250005,319.2155601381733,67.30568964498511,12.603828720006351,381.4226287549457,Edificio B,2,Friday
2023-02-04,285.9838410979784,14.672376100616717,74.79841123680005,5.2110713685859675,393.48951187547505,Edificio B,2,Saturday
2023-02-05,278.1891286387509,34.525995524972956,87.95771564049647,13.319867499567353,372.35020411934244,Edificio B,2,Sunday
2023-02-06,427.19503513729256,335.66433455628174,71.18204631758061,10.897249741907624,361.46269234827236,Edificio B,2,Monday
2023-02-07,426.9578466625014,315.6278727197987,75.52055800733527,7.416839714403299,355.14292262976596,Edificio B,2,Tuesday
2023-02-08,376.23223937639847,303.138918748137,76.74469109167704,11.56212227402791,373.3560689746072,Edificio B,2,Wednesday
2023-02-09,437.4100602811045,332.06002003368144,84.88632355168215,4.868054760049003,381.97344991958215,Edificio B,2,Thursday
2023-02-10,378.1993265677026,315.32745123502406,54.19248104722969,5.747974100360411,375.859260389671,Edificio B,2,Friday
2023-02-11,302.23149833250045,30.277117360128642,70.8754629144155,6.4332262785566945,371.27093883219044,Edificio B,2,Saturday
2023-02-12,304.251542972845,2.8751221773216358,79.3580427839317,6.712427657292883,365.60408738953157,Edificio B,2,Sunday
2023-02-13,390.0403951396433,331.715558998914,89.5702942401545,5.172927695170693,360.7913667900763,Edificio B,2,Monday
2023-02-14,403.79109684786346,310.8993546176249,72.9962417345154,12.057951362562967,380.29102406963375,Edificio B,2,Tuesday
2023-02-15,390.0462797010903,330.5482007968788,59.516860945188334,7.6610885329714495,381.3259748842606,Edificio B,2,Wednesday
2023-02-16,408.020229195358,323.62070538006344,84.86787573752486,9.546949742119104,356.989876318335,Edificio B,2,Thursday
2023-02-17,406.3214802134003,314.18385465170627,72.72664705470801,6.8329820264875325,388.6185704104497,Edificio B,2,Friday
2023-02-18,298.24408355079487,19.9059462288443,67.61412906345424,3.139629518935495,378.74790931184526,Edificio B,2,Saturday
2023-02-19,309.03089575687613,31.100265821292922,73.71875394114836,9.471799786945015,387.30408501031167,Edificio B,2,Sunday
2023-02-20,440.9173343852486,325.5644317853265,78.58912015500177,2.9878182379487024,360.20163833618903,Edificio B,2,Monday
2023-02-21,401.9442713557444,330.6255776356905,74.87970677587028,8.584384984577248,360.29319406001383,Edificio B,2,Tuesday
2023-02-22,409.1921499977933,344.8292870541806,59.38474031510928,4.753775001648233,372.80390749306036,Edificio B,2,Wednesday
2023-02-23,379.9017050895327,309.71328728381707,90.94462600867364,14.891689869666065,379.6771536288201,Edificio B,2,Thursday
2023-02-24,397.651817489929,341.8259539794654,95.27643518886897,11.737779470001731,392.9820647466575,Edificio B,2,Friday
2023-02-25,303.26981089845566,27.002726729991835,89.61661892892892,9.397447909218956,382.4617218151739,Edificio B,2,Saturday
2023-02-26,316.4927433358291,17.2837898140654,72.31808004999957,12.95044493353037,373.3698117347115,Edificio B,2,Sunday
2023-02-27,389.70710554098605,313.28798821048684,82.2932067747066,6.702135016160363,365.94172266612895,Edificio B,2,Monday
2023-02-28,402.7624182792634,325.02635128571154,84.87556024298567,10.95587458871431,388.9271879907117,Edificio B,2,Tuesday
2023-03-01,414.3057686912502,336.4673268648877,91.58064702493388,10.011791718398111,367.41474782870273,Edificio B,3,Wednesday
2023-03-02,420.66378142246106,326.315346165328,92.94712302261622,10.293889328725733,393.79383097134684,Edificio B,3,Thursday
2023-03-03,399.09958914228736,343.04903861355393,79.61188158962919,13.410876443975523,375.12523322221097,Edificio B,3,Friday
2023-03-04,294.00834012336355,13.778921950607042,88.48215858670002,11.88577004468133,394.34728940788807,Edificio B,3,Saturday
2023-03-05,276.2900806129462,28.529411853086216,92.96206254847135,10.651405455450927,385.7154852354721,Edificio B,3,Sunday
2023-03-06,415.72178804140145,316.4923157443194,103.6927937959156,4.919947101241503,378.0530921552073,Edificio B,3,Monday
2023-03-07,427.1846296156006,333.02473580953966,96.9429837851465,7.106250232414844,374.7379818730049,Edificio B,3,Tuesday
2023-03-08,416.63957301955986,338.63556533598467,98.5696426169969,9.722416631645055,377.04363838870034,Edificio B,3,Wednesday
2023-03-09,408.0395898246231,325.94334351592113,92.31607744898545,10.4771586121222,385.2683743702136,Edificio B,3,Thursday
2023-03-10,414.8352127007837,304.49897460267925,106.3984794357397,6.915240557138851,382.3008236179803,Edificio B,3,Friday
2023-03-11,285.5240947980897,32.92651244125962,97.22469232370278,17.65197194194964,376.1465954953848,Edificio B,3,Saturday
2023-03-12,280.1588444335401,35.70598306410906,85.36621432102265,15.079461288795166,380.9950815119959,Edificio B,3,Sunday
2023-03-13,412.65454134435544,335.7886414461632,108.87742297895299,12.452184731537596,384.01491914899225,Edificio B,3,Monday
2023-03-14,450.07840967087907,344.51602130939864,102.70572985319686,10.97967020089211,362.5304571410563,Edificio B,3,Tuesday
2023-03-15,429.6023834897488,321.8654549998955,92.19531311758209,10.2468068674788,388.99885003379825,Edificio B,3,Wednesday
2023-03-16,412.7563585135944,339.801108365771,92.74569579713405,8.149661349416823,375.2298714002496,Edificio B,3,Thursday
2023-03-17,432.8903818268623,345.35201572975114,101.4367979096326,11.361913883319918,374.1140376067592,Edificio B,3,Friday
2023-03-18,282.5635067741138,16.07396901378584,104.04857654020493,12.028821432098797,369.4043755872456,Edificio B,3,Saturday
2023-03-19,312.99418060442184,37.494050038223264,102.35032628814119,7.658372091132344,368.97934410920715,Edificio B,3,Sunday
2023-03-20,427.2194249669198,329.69807337436015,104.46586965680525,12.51623364138488,374.01404691712804,Edificio B,3,Monday
2023-03-21,417.9784461167159,334.37150676418423,119.3421511790005,11.179899844623979,381.13817537918624,Edificio B,3,Tuesday
2023-03-22,429.3796617138898,339.1147496319097,114.0619253892838,6.056109841959151,408.4302539532223,Edificio B,3,Wednesday
2023-03-23,389.311471540573,331.221206231779,106.27059065401579,9.334076266510232,384.3173597352917,Edificio B,3,Thursday
2023-03-24,398.5000637869957,329.79603895617157,114.80860428561758,10.811916530127432,392.04116671464215,Edificio B,3,Friday
2023-03-25,267.4659880210103,37.35825639836732,96.11474045568954,17.85506023748256,394.9648001923732,Edificio B,3,Saturday
2023-03-26,294.51498984302776,26.611732533002467,111.47663877763426,14.002641810690097,392.9755640476026,Edificio B,3,Sunday
2023-03-27,456.6205402055824,327.097109034969,126.66041500975963,8.469202161024128,391.6037997343591,Edificio B,3,Monday
2023-03-28,466.9127347989805,345.2238306422568,107.46915318070378,14.078057152869913,381.14680378709255,Edificio B,3,Tuesday
2023-03-29,435.36653117100167,327.42032336169325,102.26749016139287,8.1239319595294,408.3384951145146,Edificio B,3,Wednesday
2023-03-30,432.9433670553617,346.052841343801,105.32879032516156,16.161363723140177,412.6384192437736,Edificio B,3,Thursday
2023-03-31,387.22838732506295,344.5002259407161,102.07050336457783,11.648870542946591,378.48463555077427,Edificio B,3,Friday
2023-04-01,282.7211307714723,23.103842861323102,106.24734291003884,12.931753032624602,385.8230220853468,Edificio B,4,Saturday
2023-04-02,278.14590046870944,34.07671673695478,111.52864869638589,17.34188723359806,394.0243830310874,Edificio B,4,Sunday
2023-04-03,411.8133993773655,353.28662104405544,102.32712917768279,9.656215876843143,387.94315496387753,Edificio B,4,Monday
2023-04-04,421.1979604776221,332.02959996258,117.69801389821369,9.480889519156714,403.4208759070371,Edificio B,4,Tuesday
2023-04-05,415.45112254373373,337.6953585234205,127.73325154194272,12.077265994838818,391.857597845318,Edificio B,4,Wednesday
2023-04-06,385.64054847236525,347.4604259523405,110.81083900808282,17.10025666099822,421.5761612177674,Edificio B,4,Thursday
2023-04-07,440.51977486226735,351.176259702701,136.26808376814716,9.585327711133402,412.6223156312556,Edificio B,4,Friday
2023-04-08,274.4430494878315,41.33147614349646,127.37858016847547,5.806287776761563,403.6395131617885,Edificio B,4,Saturday
2023-04-09,301.0204030853581,38.37809675778627,133.7800966930127,13.10976220300929,412.5860565243787,Edificio B,4,Sunday
2023-04-10,468.0557905113699,359.08490429154074,118.10743699192012,16.27999340379163,414.18285926386744,Edificio B,4,Monday
